TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE,DATETIME_PRECISION,IS_NULLABLE
MicrosoftAdsBronze,AdGroupAdditiveMetric,Conversions,7,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,AdGroupAdditiveMetric,Impressions,8,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,AdGroupAdditiveMetric,SourceUpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,AdGroupAdditiveMetric,UpdatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,AdGroupAdditiveMetric,CreatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,AdGroupDeviceBidModifier,AccountId,1,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,AdGroupDeviceBidModifier,AdGroupId,2,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,AdGroupDeviceBidModifier,DeviceType,3,varchar,50,NULL,NULL,NULL,NO
MicrosoftAdsBronze,AdGroupDeviceBidModifier,BidModifier,4,decimal,NULL,5,2,NULL,NO
MicrosoftAdsBronze,AdGroupDeviceBidModifier,Status,5,varchar,50,NULL,NULL,NULL,NO
MicrosoftAdsBronze,AdGroupDeviceBidModifier,SourceUpdatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,AdGroupDeviceBidModifier,UpdatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,AdGroupDeviceBidModifier,CreatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,Campaign,AccountId,1,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,Campaign,CampaignId,2,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,Campaign,Name,3,varchar,255,NULL,NULL,NULL,NO
MicrosoftAdsBronze,Campaign,Description,4,varchar,1000,NULL,NULL,NULL,NO
MicrosoftAdsBronze,Campaign,CampaignStatus,5,varchar,50,NULL,NULL,NULL,NO
MicrosoftAdsBronze,Campaign,BudgetLimitType,6,varchar,50,NULL,NULL,NULL,NO
MicrosoftAdsBronze,Campaign,DailyBudget,7,decimal,NULL,18,4,NULL,NO
MicrosoftAdsBronze,Campaign,BiddingSchemeType,8,varchar,50,NULL,NULL,NULL,YES
MicrosoftAdsBronze,Campaign,SourceUpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,Campaign,UpdatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,Campaign,CreatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,CampaignAdditiveMetric,AccountId,1,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,CampaignAdditiveMetric,CampaignId,2,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,CampaignAdditiveMetric,ActivityDateTimePst,3,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,CampaignAdditiveMetric,Cost,4,decimal,NULL,18,4,NULL,NO
MicrosoftAdsBronze,CampaignAdditiveMetric,Clicks,5,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,CampaignAdditiveMetric,Conversions,6,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,CampaignAdditiveMetric,Impressions,7,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,CampaignAdditiveMetric,SourceUpdatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,CampaignAdditiveMetric,UpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,CampaignAdditiveMetric,CreatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,CampaignDeviceBidModifier,AccountId,1,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,CampaignDeviceBidModifier,CampaignId,2,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,CampaignDeviceBidModifier,DeviceType,3,varchar,50,NULL,NULL,NULL,NO
MicrosoftAdsBronze,CampaignDeviceBidModifier,BidModifier,4,decimal,NULL,5,2,NULL,NO
MicrosoftAdsBronze,CampaignDeviceBidModifier,Status,5,varchar,50,NULL,NULL,NULL,NO
MicrosoftAdsBronze,CampaignDeviceBidModifier,SourceUpdatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,CampaignDeviceBidModifier,UpdatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,CampaignDeviceBidModifier,CreatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,CampaignMaxConversionValue,AccountId,1,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,CampaignMaxConversionValue,CampaignId,2,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,CampaignMaxConversionValue,TargetRoas,3,float,NULL,53,NULL,NULL,YES
MicrosoftAdsBronze,CampaignMaxConversionValue,UpdatedTimestampUtc,4,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,CampaignMaxConversionValue,CreatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,CampaignMaxConversions,AccountId,1,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,CampaignMaxConversions,CampaignId,2,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,CampaignMaxConversions,TargetCpa,3,decimal,NULL,18,4,NULL,YES
MicrosoftAdsBronze,CampaignMaxConversions,MaxCpc,4,decimal,NULL,18,4,NULL,YES
MicrosoftAdsBronze,CampaignMaxConversions,UpdatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,CampaignMaxConversions,CreatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,CampaignTargetCpa,AccountId,1,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,CampaignTargetCpa,CampaignId,2,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,CampaignTargetCpa,TargetCpa,3,decimal,NULL,18,4,NULL,YES
MicrosoftAdsBronze,CampaignTargetCpa,MaxCpc,4,decimal,NULL,18,4,NULL,YES
MicrosoftAdsBronze,CampaignTargetCpa,UpdatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,CampaignTargetCpa,CreatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,CampaignTargetRoas,AccountId,1,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,CampaignTargetRoas,CampaignId,2,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,CampaignTargetRoas,TargetRoas,3,decimal,NULL,18,4,NULL,YES
MicrosoftAdsBronze,CampaignTargetRoas,MaxCpc,4,decimal,NULL,18,4,NULL,YES
MicrosoftAdsBronze,CampaignTargetRoas,UpdatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,CampaignTargetRoas,CreatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,AdGroupBidValueChange,AdNetwork,1,varchar,200,NULL,NULL,NULL,NO
TixBiddingBronze,AdGroupBidValueChange,AdGroupId,2,bigint,NULL,19,0,NULL,NO
TixBiddingBronze,AdGroupBidValueChange,BidValueType,3,varchar,200,NULL,NULL,NULL,NO
TixBiddingBronze,AdGroupBidValueChange,CalculationIdentifier,4,uniqueidentifier,NULL,NULL,NULL,NULL,YES
TixBiddingBronze,AdGroupBidValueChange,Reason,5,varchar,1000,NULL,NULL,NULL,YES
TixBiddingBronze,AdGroupBidValueChange,TargetCpa,6,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,AdGroupBidValueChange,TargetRoas,7,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,AdGroupBidValueChange,SourceName,8,varchar,100,NULL,NULL,NULL,NO
TixBiddingBronze,AdGroupBidValueChange,SourceInstance,9,varchar,100,NULL,NULL,NULL,NO
TixBiddingBronze,AdGroupBidValueChange,IsAutomation,10,bit,NULL,NULL,NULL,NULL,NO
TixBiddingBronze,AdGroupBidValueChange,SourceChangedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,AdGroupBidValueChange,CreatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,AdGroupBidValueChange,UpdatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,AdGroupCalculationSettingChange,AdNetwork,1,varchar,200,NULL,NULL,NULL,NO
TixBiddingBronze,AdGroupCalculationSettingChange,AdGroupId,2,bigint,NULL,19,0,NULL,NO
TixBiddingBronze,AdGroupCalculationSettingChange,CalculationSettingType,3,varchar,200,NULL,NULL,NULL,NO
TixBiddingBronze,AdGroupCalculationSettingChange,CalculationIdentifier,4,uniqueidentifier,NULL,NULL,NULL,NULL,YES
TixBiddingBronze,AdGroupCalculationSettingChange,Reason,5,varchar,1000,NULL,NULL,NULL,YES
TixBiddingBronze,AdGroupCalculationSettingChange,BaseTargetRoas,6,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,AdGroupCalculationSettingChange,TargetRoi,7,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,AdGroupCalculationSettingChange,SourceName,8,varchar,100,NULL,NULL,NULL,NO
TixBiddingBronze,AdGroupCalculationSettingChange,SourceInstance,9,varchar,100,NULL,NULL,NULL,NO
TixBiddingBronze,AdGroupCalculationSettingChange,IsAutomation,10,bit,NULL,NULL,NULL,NULL,NO
TixBiddingBronze,AdGroupCalculationSettingChange,SourceChangedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,AdGroupCalculationSettingChange,CreatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,AdGroupCalculationSettingChange,UpdatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,CampaignBidValueChange,AdNetwork,1,varchar,200,NULL,NULL,NULL,NO
TixBiddingBronze,CampaignBidValueChange,CampaignId,2,bigint,NULL,19,0,NULL,NO
TixBiddingBronze,CampaignBidValueChange,BidValueType,3,varchar,200,NULL,NULL,NULL,NO
TixBiddingBronze,CampaignBidValueChange,CalculationIdentifier,4,uniqueidentifier,NULL,NULL,NULL,NULL,YES
TixBiddingBronze,CampaignBidValueChange,Reason,5,varchar,1000,NULL,NULL,NULL,YES
TixBiddingBronze,CampaignBidValueChange,TargetCpa,6,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,CampaignBidValueChange,TargetRoas,7,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,CampaignBidValueChange,SourceName,8,varchar,100,NULL,NULL,NULL,NO
TixBiddingBronze,CampaignBidValueChange,SourceInstance,9,varchar,100,NULL,NULL,NULL,NO
TixBiddingBronze,CampaignBidValueChange,IsAutomation,10,bit,NULL,NULL,NULL,NULL,NO
TixBiddingBronze,CampaignBidValueChange,SourceChangedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,CampaignBidValueChange,CreatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,CampaignBidValueChange,UpdatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,CampaignCalculationSettingChange,AdNetwork,1,varchar,200,NULL,NULL,NULL,NO
TixBiddingBronze,CampaignCalculationSettingChange,CampaignId,2,bigint,NULL,19,0,NULL,NO
TixBiddingBronze,CampaignCalculationSettingChange,CalculationSettingType,3,varchar,200,NULL,NULL,NULL,NO
TixBiddingBronze,CampaignCalculationSettingChange,CalculationIdentifier,4,uniqueidentifier,NULL,NULL,NULL,NULL,YES
TixBiddingBronze,CampaignCalculationSettingChange,Reason,5,varchar,1000,NULL,NULL,NULL,YES
TixBiddingBronze,CampaignCalculationSettingChange,BaseTargetRoas,6,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,CampaignCalculationSettingChange,TargetRoi,7,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,CampaignCalculationSettingChange,SourceName,8,varchar,100,NULL,NULL,NULL,NO
TixBiddingBronze,CampaignCalculationSettingChange,SourceInstance,9,varchar,100,NULL,NULL,NULL,NO
TixBiddingBronze,CampaignCalculationSettingChange,IsAutomation,10,bit,NULL,NULL,NULL,NULL,NO
TixBiddingBronze,CampaignCalculationSettingChange,SourceChangedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,CampaignCalculationSettingChange,CreatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,CampaignCalculationSettingChange,UpdatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,GoogleAdsAdGroupBidModifierChange,BidModifierChangeId,1,varchar,36,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsAdGroupBidModifierChange,AdGroupId,2,bigint,NULL,19,0,NULL,NO
TixBiddingBronze,GoogleAdsAdGroupBidModifierChange,BidModifierType,3,varchar,200,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsAdGroupBidModifierChange,DeviceType,4,varchar,50,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsAdGroupBidModifierChange,BidModifierValue,5,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,GoogleAdsAdGroupBidModifierChange,CalculationIdentifier,6,varchar,36,NULL,NULL,NULL,YES
TixBiddingBronze,GoogleAdsAdGroupBidModifierChange,Reason,7,varchar,1000,NULL,NULL,NULL,YES
TixBiddingBronze,GoogleAdsAdGroupBidModifierChange,SourceName,8,varchar,100,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsAdGroupBidModifierChange,SourceInstance,9,varchar,100,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsAdGroupBidModifierChange,IsAutomation,10,bit,NULL,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsAdGroupBidModifierChange,SourceChangedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,GoogleAdsAdGroupBidModifierChange,CreatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,GoogleAdsAdGroupBidModifierChange,UpdatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,GoogleAdsAdGroupCalculationLog,CalculationIdentifier,1,varchar,36,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsAdGroupCalculationLog,AccountId,2,bigint,NULL,19,0,NULL,NO
TixBiddingBronze,GoogleAdsAdGroupCalculationLog,CampaignId,3,bigint,NULL,19,0,NULL,NO
TixBiddingBronze,GoogleAdsAdGroupCalculationLog,AdGroupId,4,bigint,NULL,19,0,NULL,NO
TixBiddingBronze,GoogleAdsAdGroupCalculationLog,CalculationType,5,varchar,200,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsAdGroupCalculationLog,BaseTargetRoas,6,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,GoogleAdsAdGroupCalculationLog,BidModifier,7,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,GoogleAdsAdGroupCalculationLog,TargetCpa,8,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,GoogleAdsAdGroupCalculationLog,TargetRoas,9,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,GoogleAdsAdGroupCalculationLog,TargetRoi,10,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,GoogleAdsAdGroupCalculationLog,IsUpdateRequired,11,bit,NULL,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsAdGroupCalculationLog,LogJson,12,varchar,-1,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsAdGroupCalculationLog,SourceChangedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,GoogleAdsAdGroupCalculationLog,CreatedTimestampUtc,14,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,GoogleAdsCampaignBidModifierChange,BidModifierChangeId,1,varchar,36,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsCampaignBidModifierChange,CampaignId,2,bigint,NULL,19,0,NULL,NO
TixBiddingBronze,GoogleAdsCampaignBidModifierChange,BidModifierType,3,varchar,200,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsCampaignBidModifierChange,DeviceType,4,varchar,50,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsCampaignBidModifierChange,BidModifierValue,5,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,GoogleAdsCampaignBidModifierChange,CalculationIdentifier,6,varchar,36,NULL,NULL,NULL,YES
TixBiddingBronze,GoogleAdsCampaignBidModifierChange,Reason,7,varchar,1000,NULL,NULL,NULL,YES
TixBiddingBronze,GoogleAdsCampaignBidModifierChange,SourceName,8,varchar,100,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsCampaignBidModifierChange,SourceInstance,9,varchar,100,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsCampaignBidModifierChange,IsAutomation,10,bit,NULL,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsCampaignBidModifierChange,SourceChangedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,GoogleAdsCampaignBidModifierChange,CreatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,GoogleAdsCampaignBidModifierChange,UpdatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,GoogleAdsCampaignCalculationLog,CalculationIdentifier,1,varchar,36,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsCampaignCalculationLog,AccountId,2,bigint,NULL,19,0,NULL,NO
TixBiddingBronze,GoogleAdsCampaignCalculationLog,CampaignId,3,bigint,NULL,19,0,NULL,NO
TixBiddingBronze,GoogleAdsCampaignCalculationLog,CalculationType,4,varchar,200,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsCampaignCalculationLog,BaseTargetRoas,5,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,GoogleAdsCampaignCalculationLog,BidModifier,6,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,GoogleAdsCampaignCalculationLog,TargetCpa,7,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,GoogleAdsCampaignCalculationLog,TargetRoas,8,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,GoogleAdsCampaignCalculationLog,TargetRoi,9,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,GoogleAdsCampaignCalculationLog,IsUpdateRequired,10,bit,NULL,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsCampaignCalculationLog,LogJson,11,varchar,-1,NULL,NULL,NULL,NO
TixBiddingBronze,GoogleAdsCampaignCalculationLog,SourceChangedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,GoogleAdsCampaignCalculationLog,CreatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,MicrosoftAdsAdGroupBidModifierChange,BidModifierChangeId,1,varchar,36,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsAdGroupBidModifierChange,AdGroupId,2,bigint,NULL,19,0,NULL,NO
TixBiddingBronze,MicrosoftAdsAdGroupBidModifierChange,BidModifierType,3,varchar,200,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsAdGroupBidModifierChange,DeviceType,4,varchar,50,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsAdGroupBidModifierChange,BidModifierValue,5,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,MicrosoftAdsAdGroupBidModifierChange,CalculationIdentifier,6,varchar,36,NULL,NULL,NULL,YES
TixBiddingBronze,MicrosoftAdsAdGroupBidModifierChange,Reason,7,varchar,1000,NULL,NULL,NULL,YES
TixBiddingBronze,MicrosoftAdsAdGroupBidModifierChange,SourceName,8,varchar,100,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsAdGroupBidModifierChange,SourceInstance,9,varchar,100,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsAdGroupBidModifierChange,IsAutomation,10,bit,NULL,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsAdGroupBidModifierChange,SourceChangedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,MicrosoftAdsAdGroupBidModifierChange,CreatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,MicrosoftAdsAdGroupBidModifierChange,UpdatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,MicrosoftAdsAdGroupCalculationLog,CalculationIdentifier,1,varchar,36,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsAdGroupCalculationLog,AccountId,2,bigint,NULL,19,0,NULL,NO
TixBiddingBronze,MicrosoftAdsAdGroupCalculationLog,CampaignId,3,bigint,NULL,19,0,NULL,NO
TixBiddingBronze,MicrosoftAdsAdGroupCalculationLog,AdGroupId,4,bigint,NULL,19,0,NULL,NO
TixBiddingBronze,MicrosoftAdsAdGroupCalculationLog,CalculationType,5,varchar,200,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsAdGroupCalculationLog,BaseTargetRoas,6,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,MicrosoftAdsAdGroupCalculationLog,BidModifier,7,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,MicrosoftAdsAdGroupCalculationLog,TargetCpa,8,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,MicrosoftAdsAdGroupCalculationLog,TargetRoas,9,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,MicrosoftAdsAdGroupCalculationLog,TargetRoi,10,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,MicrosoftAdsAdGroupCalculationLog,IsUpdateRequired,11,bit,NULL,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsAdGroupCalculationLog,LogJson,12,varchar,-1,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsAdGroupCalculationLog,SourceChangedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,MicrosoftAdsAdGroupCalculationLog,CreatedTimestampUtc,14,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,MicrosoftAdsCampaignBidModifierChange,BidModifierChangeId,1,varchar,36,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsCampaignBidModifierChange,CampaignId,2,bigint,NULL,19,0,NULL,NO
TixBiddingBronze,MicrosoftAdsCampaignBidModifierChange,BidModifierType,3,varchar,200,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsCampaignBidModifierChange,DeviceType,4,varchar,50,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsCampaignBidModifierChange,BidModifierValue,5,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,MicrosoftAdsCampaignBidModifierChange,CalculationIdentifier,6,varchar,36,NULL,NULL,NULL,YES
TixBiddingBronze,MicrosoftAdsCampaignBidModifierChange,Reason,7,varchar,1000,NULL,NULL,NULL,YES
TixBiddingBronze,MicrosoftAdsCampaignBidModifierChange,SourceName,8,varchar,100,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsCampaignBidModifierChange,SourceInstance,9,varchar,100,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsCampaignBidModifierChange,IsAutomation,10,bit,NULL,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsCampaignBidModifierChange,SourceChangedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,MicrosoftAdsCampaignBidModifierChange,CreatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,MicrosoftAdsCampaignBidModifierChange,UpdatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,MicrosoftAdsCampaignCalculationLog,CalculationIdentifier,1,varchar,36,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsCampaignCalculationLog,AccountId,2,bigint,NULL,19,0,NULL,NO
TixBiddingBronze,MicrosoftAdsCampaignCalculationLog,CampaignId,3,bigint,NULL,19,0,NULL,NO
TixBiddingBronze,MicrosoftAdsCampaignCalculationLog,CalculationType,4,varchar,200,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsCampaignCalculationLog,BaseTargetRoas,5,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,MicrosoftAdsCampaignCalculationLog,BidModifier,6,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,MicrosoftAdsCampaignCalculationLog,TargetCpa,7,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,MicrosoftAdsCampaignCalculationLog,TargetRoas,8,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,MicrosoftAdsCampaignCalculationLog,TargetRoi,9,decimal,NULL,10,4,NULL,YES
TixBiddingBronze,MicrosoftAdsCampaignCalculationLog,IsUpdateRequired,10,bit,NULL,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsCampaignCalculationLog,LogJson,11,varchar,-1,NULL,NULL,NULL,NO
TixBiddingBronze,MicrosoftAdsCampaignCalculationLog,SourceChangedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
TixBiddingBronze,MicrosoftAdsCampaignCalculationLog,CreatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
Utility,DimCalendar,CalendarId,1,bigint,NULL,19,0,NULL,NO
Utility,DimCalendar,UTC_DateHourStart,2,datetime2,NULL,NULL,NULL,6,NO
Utility,DimCalendar,UTC_DateHourEnd,3,datetime2,NULL,NULL,NULL,6,NO
Utility,DimCalendar,UTC_Date,4,date,NULL,NULL,NULL,0,NO
Utility,DimCalendar,UTC_Hour,5,bigint,NULL,19,0,NULL,NO
Utility,DimCalendar,UTC_DayOfWeek,6,varchar,15,NULL,NULL,NULL,NO
Utility,DimCalendar,UTC_DayOfWeekNum,7,bigint,NULL,19,0,NULL,NO
Utility,DimCalendar,UTC_WeekOfYear,8,bigint,NULL,19,0,NULL,NO
Utility,DimCalendar,UTC_ISO_WeekOfYear,9,bigint,NULL,19,0,NULL,NO
Utility,DimCalendar,UTC_Month,10,bigint,NULL,19,0,NULL,NO
Utility,DimCalendar,UTC_MonthName,11,varchar,15,NULL,NULL,NULL,NO
Utility,DimCalendar,UTC_Quarter,12,bigint,NULL,19,0,NULL,NO
Utility,DimCalendar,UTC_Year,13,bigint,NULL,19,0,NULL,NO
Utility,DimCalendar,UTC_ISO_Year,14,bigint,NULL,19,0,NULL,NO
Utility,DimCalendar,UTC_IsWeekend,15,bit,NULL,NULL,NULL,NULL,NO
Utility,DimCalendar,PST_DateHourStart,16,datetime2,NULL,NULL,NULL,6,NO
Utility,DimCalendar,PST_DateHourEnd,17,datetime2,NULL,NULL,NULL,6,NO
Utility,DimCalendar,PST_Date,18,date,NULL,NULL,NULL,0,NO
Utility,DimCalendar,PST_Hour,19,bigint,NULL,19,0,NULL,NO
Utility,DimCalendar,PST_DayOfWeek,20,varchar,15,NULL,NULL,NULL,NO
Utility,DimCalendar,PST_DayOfWeekNum,21,bigint,NULL,19,0,NULL,NO
Utility,DimCalendar,PST_WeekOfYear,22,bigint,NULL,19,0,NULL,NO
